monthly_income,loan_amount,loan_term,credit_score,existing_loans,debt_to_income,age,employment_status,education,marital_status,loan_status,income_loan_ratio,monthly_payment,affordability_index,credit_utilization_score,loan_to_income_monthly,employment_status_enc,education_enc,marital_status_enc
15534.529999999999,322470.0,360,687,3,0.057661866821847846,39,Employed,Bachelor,Single,1,0.04817356653332092,895.75,17.342483951995533,0.808235294117647,0.057661866821847846,0,0,1
4821.9,122020.0,360,681,0,0.07029271541185933,35,Employed,High School,Single,0,0.03951729224717259,338.94444444444446,14.226225208982132,0.8011764705882353,0.07029271541185933,0,1,1
3632.4700000000003,110880.0,360,674,0,0.08479078973811208,34,Employed,Bachelor,Single,1,0.03276037157287157,308.0,11.793733766233768,0.7929411764705883,0.08479078973811208,0,0,1
14487.207499999999,598660.0,360,688,1,0.11478709367864334,34,Self-Employed,Bachelor,Married,0,0.02419939114021314,1662.9444444444443,8.71178081047673,0.8094117647058824,0.11478709367864334,1,0,0
6021.04,129050.00000000001,360,759,1,0.05953659537591883,35,Employed,Bachelor,Married,1,0.04665664471135218,358.4722222222223,16.796392096086784,0.8929411764705882,0.05953659537591883,0,0,0
5536.21,122930.0,360,665,0,0.06167978133456321,31,Employed,Bachelor,Married,1,0.0450354673391361,341.47222222222223,16.212768242088995,0.7823529411764706,0.06167978133456321,0,0,0
4345.93,121860.0,360,738,0,0.07788896737867383,31,Employed,High School,Married,0,0.03566330215000821,338.5,12.838788774002955,0.8682352941176471,0.07788896737867383,0,1,0
4022.04,102030.0,360,632,1,0.07046589956009057,34,Employed,Bachelor,Married,0,0.03942017053807704,283.4166666666667,14.191261393707732,0.7435294117647059,0.07046589956009057,0,0,0
8447.28,230610.0,300,686,2,0.09099970641437244,38,Employed,Bachelor,Married,1,0.03663015480681671,768.7,10.98904644204501,0.8070588235294117,0.09099970641437244,0,0,0
2927.11,65300.0,300,706,0,0.07436231185936526,28,Employed,High School,Single,0,0.044825574272588056,217.66666666666666,13.447672281776418,0.8305882352941176,0.07436231185936526,0,1,1
6342.55,29140.0,360,723,1,0.012762129497511954,33,Employed,Bachelor,Married,0,0.21765785861358958,80.94444444444444,78.35682910089224,0.8505882352941176,0.012762129497511954,0,0,0
8032.459999999999,277340.0,360,728,0,0.09590945848331507,39,Employed,Bachelor,Married,1,0.028962500901420635,770.3888888888889,10.426500324511428,0.8564705882352941,0.09590945848331507,0,0,0
4962.78,168760.0,360,503,2,0.09445870616424218,36,Employed,Bachelor,Single,1,0.02940732401042901,468.77777777777777,10.586636643754444,0.591764705882353,0.09445870616424218,0,0,1
4527.6,85150.0,360,686,1,0.05224131499641703,30,Employed,Bachelor,Single,1,0.05317204932472108,236.52777777777777,19.14193775689959,0.8070588235294117,0.05224131499641703,0,0,1
3965.36,96230.0,360,681,2,0.06741016088212812,36,Employed,Bachelor,Married,0,0.04120710797048738,267.30555555555554,14.834558869375456,0.8011764705882353,0.06741016088212812,0,0,0
7622.78,129020.00000000001,180,734,3,0.09403101988746597,40,Employed,Bachelor,Married,1,0.059082157804991466,716.7777777777778,10.634788404898464,0.8635294117647059,0.09403101988746597,0,0,0
3397.49,138180.0,360,692,2,0.11297555940807283,33,Employed,Bachelor,Single,1,0.02458742220292372,383.8333333333333,8.85147199305254,0.8141176470588235,0.11297555940807283,0,0,1
5950.0199999999995,110390.0,360,648,3,0.05153577448292425,37,Employed,Bachelor,Married,1,0.05389999094120844,306.6388888888889,19.403996738835037,0.7623529411764706,0.05153577448292425,0,0,0
7168.23,180420.0,360,654,2,0.06991498133662936,33,Self-Employed,Bachelor,Married,0,0.039730794812105084,501.1666666666667,14.30308613235783,0.7694117647058824,0.06991498133662936,1,0,0
4200.0,111450.0,360,663,0,0.07371031746031746,34,Employed,Bachelor,Single,1,0.03768506056527591,309.5833333333333,13.566621803499327,0.78,0.07371031746031746,0,0,1
1869.18,137370.0,360,719,0,0.2041447764973589,36,Employed,Bachelor,Married,0,0.013606901070102644,381.5833333333333,4.8984843852369515,0.8458823529411764,0.2041447764973589,0,0,0
4690.67,57610.0,360,705,0,0.03411618761877893,39,Employed,Bachelor,Married,0,0.08142110744662386,160.02777777777777,29.311598680784588,0.8294117647058824,0.03411618761877893,0,0,0
5261.89,128740.00000000001,360,727,2,0.06796248327333165,36,Employed,Bachelor,Married,0,0.04087222308528818,357.61111111111114,14.714000310703744,0.8552941176470589,0.06796248327333165,0,0,0
3683.34,108000.0,360,682,0,0.08144781638404273,34,Employed,High School,Single,0,0.034105,300.0,12.277800000000001,0.8023529411764706,0.08144781638404273,0,1,1
3971.48,82080.0,360,706,0,0.05740932851229265,30,Employed,Bachelor,Single,1,0.048385477582846004,228.0,17.418771929824562,0.8305882352941176,0.05740932851229265,0,0,1
5937.81,161380.0,360,725,1,0.07549547354627005,39,Employed,Bachelor,Married,1,0.03679396455570703,448.27777777777777,13.245827240054531,0.8529411764705882,0.07549547354627005,0,0,0
2236.25,16200.0,120,687,2,0.06036892118501956,38,Employed,Bachelor,Married,0,0.13804012345679012,135.0,16.564814814814813,0.808235294117647,0.06036892118501956,0,0,0
3962.0699999999997,116320.0,360,344,0,0.08155108595030151,37,Employed,Bachelor,Single,0,0.03406181224209078,323.1111111111111,12.262252407152681,0.4047058823529412,0.08155108595030151,0,0,1
3860.6600000000003,46280.0,360,673,2,0.03329885448486931,37,Employed,High School,Married,1,0.08341961970613657,128.55555555555554,30.031063094209166,0.7917647058823529,0.03329885448486931,0,1,0
14378.39,159160.0,180,433,1,0.06149660860654233,36,Self-Employed,Bachelor,Married,1,0.09033921839658206,884.2222222222222,16.26105931138477,0.5094117647058823,0.06149660860654233,1,0,0
3964.6000000000004,111290.0,180,340,1,0.1559495983901977,29,Employed,High School,Married,1,0.03562404528708779,618.2777777777778,6.412328151675802,0.4,0.1559495983901977,0,1,0
6083.46,164850.0,180,422,0,0.15054481057380723,30,Self-Employed,High School,Married,0,0.036903002729754324,915.8333333333334,6.642540491355778,0.4964705882352941,0.15054481057380723,1,1,0
14538.0275,241040.0,360,425,0,0.04605546079449606,37,Employed,Bachelor,Single,0,0.060313754978426816,669.5555555555555,21.712951792233653,0.5,0.04605546079449606,0,0,1
2800.56,94990.0,360,681,1,0.09421726765757958,41,Self-Employed,Bachelor,Married,0,0.02948268238761975,263.8611111111111,10.61376565954311,0.8011764705882353,0.09421726765757958,1,0,0
9226.76,290470.0,360,700,3,0.08744793525691695,45,Self-Employed,Bachelor,Single,1,0.03176493269528695,806.8611111111111,11.435375770303303,0.8235294117647058,0.08744793525691695,1,0,1
9300.17,276700.0,360,719,3,0.0826448453212265,36,Employed,Bachelor,Married,1,0.033611022768341166,768.6111111111111,12.09996819660282,0.8458823529411764,0.0826448453212265,0,0,0
3778.4500000000003,111200.0,360,717,0,0.08175015916285484,35,Employed,Bachelor,Married,1,0.03397886690647482,308.8888888888889,12.232392086330934,0.8435294117647059,0.08175015916285484,0,0,0
4023.02,114760.0,360,726,0,0.07923842729535965,29,Employed,Bachelor,Single,0,0.03505594283722551,318.77777777777777,12.620139421401186,0.8541176470588235,0.07923842729535965,0,0,1
2970.91,70590.0,480,696,0,0.049500826346136374,36,Employed,Bachelor,Single,0,0.04208683949567927,147.0625,20.20168295792605,0.8188235294117647,0.049500826346136374,0,0,1
2456.02,75500.0,360,683,0,0.0853910889252621,39,Employed,Bachelor,Single,1,0.03253006622516556,209.72222222222223,11.710823841059602,0.8035294117647059,0.0853910889252621,0,0,1
4712.03,102750.0,360,696,1,0.060571912035081846,30,Employed,Bachelor,Married,1,0.045859172749391726,285.4166666666667,16.50930218978102,0.8188235294117647,0.060571912035081846,0,0,0
5352.27,109010.0,360,632,2,0.05657516447330862,35,Employed,High School,Married,1,0.04909889001009082,302.80555555555554,17.675600403632696,0.7435294117647059,0.05657516447330862,0,1,0
5047.99,102060.0,360,642,0,0.05616096703836577,39,Employed,Bachelor,Single,1,0.0494610033313737,283.5,17.805961199294533,0.7552941176470588,0.05616096703836577,0,0,1
5060.84,88780.0,360,647,1,0.048729284290969704,36,Employed,High School,Married,0,0.05700428024329804,246.61111111111111,20.521540887587296,0.7611764705882353,0.048729284290969704,0,1,0
4502.65,109700.0,360,660,1,0.06767619562307135,34,Self-Employed,Bachelor,Single,0,0.041045123062898814,304.72222222222223,14.776244302643573,0.7764705882352941,0.06767619562307135,1,0,1
5721.24,142090.0,360,715,0,0.06898756990520315,29,Employed,Bachelor,Married,0,0.04026490252656767,394.69444444444446,14.49536490956436,0.8411764705882353,0.06898756990520315,0,0,0
10524.970000000001,206950.0,360,663,2,0.05461878856767392,43,Employed,Bachelor,Married,1,0.050857550132882345,574.8611111111111,18.308718047837644,0.78,0.05461878856767392,0,0,0
4553.18,116420.0,360,684,0,0.07102484173454353,35,Employed,High School,Married,0,0.03910994674454561,323.3888888888889,14.07958082803642,0.8047058823529412,0.07102484173454353,0,1,0
7479.82,187880.0,480,751,2,0.05232969064317947,34,Employed,High School,Married,0,0.03981168831168831,391.4166666666667,19.10961038961039,0.8835294117647059,0.05232969064317947,0,1,0
4249.79,114900.0,180,685,0,0.15020350025138499,35,Employed,High School,Married,1,0.03698685813751088,638.3333333333334,6.657634464751958,0.8058823529411765,0.15020350025138499,0,1,0
3400.75,82140.0,36,729,0,0.6709304320125462,24,Employed,High School,Single,0,0.04140187484782079,2281.6666666666665,1.4904674945215486,0.8576470588235294,0.6709304320125462,0,1,1
7689.62,186330.0,360,662,2,0.06730935122064984,39,Employed,Bachelor,Married,0,0.04126882412923308,517.5833333333334,14.856776686523908,0.7788235294117647,0.06730935122064984,0,0,0
6005.93,140430.0,360,691,0,0.06494969693841475,28,Employed,Bachelor,Single,0,0.04276814071067436,390.0833333333333,15.39653065584277,0.8129411764705883,0.06494969693841475,0,0,1
5401.58,131170.0,360,661,0,0.06745454313573271,39,Employed,Bachelor,Married,0,0.041179995425783336,364.3611111111111,14.824798353282,0.7776470588235294,0.06745454313573271,0,0,0
4282.98,97140.0,360,686,0,0.06300130594430357,36,Employed,Bachelor,Married,0,0.044090796788140825,269.8333333333333,15.872686843730698,0.8070588235294117,0.06300130594430357,0,0,0
4937.16,120410.0,360,733,0,0.06774587459637164,38,Employed,Bachelor,Married,0,0.04100290673532098,334.47222222222223,14.761046424715554,0.8623529411764705,0.06774587459637164,0,0,0
3133.8399999999997,80930.0,360,630,0,0.07173485422215416,34,Employed,Bachelor,Single,0,0.03872284690473248,224.80555555555554,13.940224885703694,0.7411764705882353,0.07173485422215416,0,0,1
4754.45,183890.0,360,390,0,0.10743735985351735,24,Employed,High School,Married,1,0.025854858883027895,510.80555555555554,9.307749197890043,0.4588235294117647,0.10743735985351735,0,1,0
6182.639999999999,162260.0,360,709,0,0.07290125613366172,28,Self-Employed,Bachelor,Married,1,0.038103291014421295,450.72222222222223,13.717184765191666,0.8341176470588235,0.07290125613366172,1,0,0
6452.46,149190.0,360,676,3,0.0642261504397806,38,Employed,Bachelor,Married,0,0.04324994972853408,414.4166666666667,15.56998190227227,0.7952941176470588,0.0642261504397806,0,0,0
10700.44,119720.0,360,642,2,0.03107868046132267,40,Employed,Bachelor,Married,1,0.08937888406281323,332.55555555555554,32.176398262612764,0.7552941176470588,0.03107868046132267,0,0,0
5903.92,130970.0,360,702,0,0.061621017147176035,25,Self-Employed,High School,Single,1,0.04507841490417653,363.80555555555554,16.22822936550355,0.8258823529411765,0.061621017147176035,1,1,1
6862.3,126990.0,360,678,0,0.05140404820541218,38,Employed,Bachelor,Single,1,0.05403811323726278,352.75,19.4537207654146,0.7976470588235294,0.05140404820541218,0,0,1
3647.54,97190.0,360,709,0,0.07401487638853096,26,Employed,High School,Married,0,0.037529992797612925,269.97222222222223,13.510797407140652,0.8341176470588235,0.07401487638853096,0,1,0
7462.7,139840.0,180,700,1,0.10410292372584841,35,Employed,Bachelor,Married,0,0.05336598970251716,776.8888888888889,9.605878146453088,0.8235294117647058,0.10410292372584841,0,0,0
4108.77,126990.0,360,764,0,0.08585294382503765,30,Employed,Bachelor,Married,1,0.032355067328136075,352.75,11.647824238128988,0.8988235294117647,0.08585294382503765,0,0,0
6792.57,126990.0,360,690,0,0.051931743066321,33,Employed,Bachelor,Single,1,0.05348901488306165,352.75,19.256045357902195,0.8117647058823529,0.051931743066321,0,0,1
10164.67,254970.0,360,659,0,0.06967761865363066,33,Employed,Bachelor,Married,0,0.039866141114640936,708.25,14.351810801270737,0.7752941176470588,0.06967761865363066,0,0,0
8604.65,154690.0,60,707,0,0.29962481526461465,28,Employed,Bachelor,Single,0,0.055625121210162255,2578.1666666666665,3.3375072726097357,0.831764705882353,0.29962481526461465,0,0,1
4972.59,137430.0,360,708,0,0.07677085784269365,34,Employed,Bachelor,Single,1,0.036182711198428294,381.75,13.025776031434185,0.8329411764705882,0.07677085784269365,0,0,1
5942.58,110210.0,360,754,0,0.05151615777808442,37,Employed,Bachelor,Single,1,0.053920515379729604,306.1388888888889,19.411385536702657,0.8870588235294118,0.05151615777808442,0,0,1
4162.78,85880.0,360,733,0,0.057306789106211606,39,Employed,Bachelor,Single,0,0.0484720540288775,238.55555555555554,17.449939450395902,0.8623529411764705,0.057306789106211606,0,0,1
8022.15,243850.0,360,714,2,0.08443635572896432,35,Employed,Bachelor,Married,0,0.03289788804592987,677.3611111111111,11.843239696534756,0.84,0.08443635572896432,0,0,0
5384.25,126810.0,360,758,2,0.06542229651297767,38,Employed,High School,Married,1,0.04245919091554294,352.25,15.285308729595458,0.8917647058823529,0.06542229651297767,0,1,0
4669.51,101440.0,360,652,3,0.06034418553076827,44,Employed,Bachelor,Married,0,0.046032235804416406,281.77777777777777,16.571604889589906,0.7670588235294118,0.06034418553076827,0,0,0
6066.34,126990.0,360,674,0,0.05814873548136108,39,Employed,Bachelor,Married,1,0.047770218127411605,352.75,17.197278525868178,0.7929411764705883,0.05814873548136108,0,0,0
4589.45,102910.0,360,662,2,0.06228657270721134,36,Employed,Bachelor,Married,1,0.04459673501117481,285.8611111111111,16.054824604022933,0.7788235294117647,0.06228657270721134,0,0,0
13676.54,127520.0,360,684,3,0.025899988024911433,44,Employed,Bachelor,Married,1,0.10725015683814304,354.22222222222223,38.610056461731496,0.8047058823529412,0.025899988024911433,0,0,0
3072.6800000000003,74960.0,180,644,2,0.13553134216529036,38,Employed,Bachelor,Married,1,0.04099092849519744,416.44444444444446,7.3783671291355395,0.7576470588235295,0.13553134216529036,0,0,0
16586.1575,307150.0,360,725,0,0.05144015088753645,28,Employed,Bachelor,Married,1,0.05400018720494872,853.1944444444445,19.44006739378154,0.8529411764705882,0.05144015088753645,0,0,0
4537.15,101440.0,480,587,0,0.04657843212883272,27,Employed,High School,Married,0,0.04472742507886435,211.33333333333334,21.46916403785489,0.6905882352941176,0.04657843212883272,0,1,0
3902.1600000000003,61540.0,360,641,1,0.04380764613558758,34,Self-Employed,High School,Single,1,0.06340851478713033,170.94444444444446,22.827065323366917,0.7541176470588236,0.04380764613558758,1,1,1
4444.610000000001,87230.0,360,659,0,0.05451671925220784,29,Employed,Bachelor,Married,0,0.050952768542932486,242.30555555555554,18.342996675455694,0.7752941176470588,0.05451671925220784,0,0,0
8313.25,281690.0,360,712,0,0.09412350431205872,33,Employed,Bachelor,Single,1,0.029512052256026128,782.4722222222222,10.624338812169407,0.8376470588235294,0.09412350431205872,0,0,1
4989.88,110180.0,180,480,1,0.12267050732905622,39,Employed,Bachelor,Single,1,0.04528843710292249,612.1111111111111,8.151918678526048,0.5647058823529412,0.12267050732905622,0,0,1
5391.86,155540.0,360,779,2,0.08013107824675633,29,Employed,High School,Married,1,0.03466542368522566,432.05555555555554,12.479552526681239,0.9164705882352941,0.08013107824675633,0,1,0
5841.969999999999,119520.0,360,816,0,0.056830144625871076,29,Employed,High School,Single,0,0.04887859772423025,332.0,17.59629518072289,0.96,0.056830144625871076,0,1,1
7757.9400000000005,150520.0,360,599,0,0.05389460489654613,26,Employed,High School,Married,0,0.05154092479404731,418.1111111111111,18.55473292585703,0.7047058823529412,0.05389460489654613,0,1,0
4058.65,109040.0,360,660,0,0.0746279893286903,30,Employed,High School,Married,1,0.037221661775495234,302.8888888888889,13.399798239178283,0.7764705882352941,0.0746279893286903,0,1,0
9674.26,178570.0,360,614,0,0.0512729426103679,30,Employed,Bachelor,Married,1,0.054176289410315284,496.02777777777777,19.5034641877135,0.7223529411764706,0.0512729426103679,0,0,0
6030.05,162650.0,360,424,3,0.07492567317941899,45,Employed,Bachelor,Married,0,0.03707377805102982,451.80555555555554,13.346560098370736,0.4988235294117647,0.07492567317941899,0,0,0
13207.03,39510.0,360,667,1,0.00830996825175683,30,Employed,Bachelor,Single,1,0.3342705644140724,109.75,120.33740318906607,0.7847058823529411,0.00830996825175683,0,0,1
4227.12,131730.0,360,683,0,0.08656405937533515,35,Employed,High School,Single,0,0.03208927351400592,365.9166666666667,11.55213846504213,0.8035294117647059,0.08656405937533515,0,1,1
6547.14,127410.0,360,675,2,0.054056682256170885,41,Employed,Bachelor,Married,0,0.051386390393218746,353.9166666666667,18.499100541558747,0.7941176470588235,0.054056682256170885,0,0,0
22323.469999999998,99290.0,360,694,0,0.012354958953762814,38,Employed,Bachelor,Single,0,0.22483100010071505,275.80555555555554,80.93916003625742,0.8164705882352942,0.012354958953762814,0,0,1
8748.279999999999,182740.0,360,742,0,0.05802410429377102,38,Employed,Bachelor,Married,1,0.04787282477837364,507.6111111111111,17.23421692021451,0.8729411764705882,0.05802410429377102,0,0,0
3036.06,63170.0,360,706,0,0.057796032430921074,30,Employed,Bachelor,Single,1,0.04806173816685135,175.47222222222223,17.302225740066486,0.8305882352941176,0.057796032430921074,0,0,1
9632.2,111720.0,360,693,2,0.03221832326294442,43,Employed,Bachelor,Married,0,0.08621732903687791,310.3333333333333,31.03823845327605,0.8152941176470588,0.03221832326294442,0,0,0
10247.37,189750.0,360,500,0,0.05143596194275539,35,Self-Employed,Bachelor,Single,1,0.05400458498023716,527.0833333333334,19.441650592885377,0.5882352941176471,0.05143596194275539,1,0,1
